PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,AgeGroup
881,1,1,female,46.3,3,1,100.83250000000001,S,5,0,Adult
882,1,3,female,14.0,0,3,10.32,S,4,0,Teen
883,1,1,female,28.7,0,3,100.83250000000001,S,4,0,Young Adult
884,1,1,female,45.7,0,0,60.64,S,1,1,Adult
885,1,3,male,4.1,0,1,27.58,S,2,0,Child
886,1,1,female,28.7,2,0,72.41,S,3,0,Young Adult
887,0,3,male,21.9,0,0,13.83,Q,1,1,Young Adult
888,1,1,male,27.9,1,0,62.61,C,2,0,Young Adult
889,1,1,female,28.7,0,0,100.83250000000001,Q,1,1,Young Adult
890,0,2,male,22.2,0,3,48.64,S,4,0,Young Adult
891,1,3,female,19.5,0,2,27.14,S,3,0,Young Adult
